
#################################################################
Log started at 2025-06-12_13-58-34 
#################################################################
IMU initialized succesfully
PPS initialized succesfully
Stream initialized successfully
Stream synced
Checksum failed. Expected: a77e, Got: 8594
Checksum failed. Expected: 4eb4, Got: 7565
Checksum failed. Expected: 3699, Got: 7565
Checksum failed. Expected: 7107, Got: 7565
Checksum failed. Expected: f209, Got: 7565
Checksum failed. Expected: fb1b, Got: 7565
Checksum failed. Expected: 338b, Got: 7565
Checksum failed. Expected: 52c9, Got: 7565
Checksum failed. Expected: 3085, Got: 7565
Checksum failed. Expected: b187, Got: 7565
Checksum failed. Expected: 5ad9, Got: 7565
Checksum failed. Expected: 358f, Got: 7565
Checksum failed. Expected: e1e7, Got: 7565
Checksum failed. Expected: ccbd, Got: 7565
Checksum failed. Expected: 45af, Got: 7565
Checksum failed. Expected: 052f, Got: 7565
Checksum failed. Expected: 348d, Got: 7565
Checksum failed. Expected: f107, Got: 7565
Checksum failed. Expected: 134b, Got: 7565
Checksum failed. Expected: b895, Got: 7565
Checksum failed. Expected: 8c3d, Got: 7565
Checksum failed. Expected: 2167, Got: 7565
Checksum failed. Expected: 0025, Got: 7565
Checksum failed. Expected: 8937, Got: 7565
Checksum failed. Expected: 134b, Got: 7565
Checksum failed. Expected: 62e9, Got: 7565
Checksum failed. Expected: 842d, Got: 7565
Checksum failed. Expected: eaf9, Got: 7565
Checksum failed. Expected: ab7b, Got: 7565
Checksum failed. Expected: 2c7d, Got: 7565
Checksum failed. Expected: a977, Got: 7565
Checksum failed. Expected: 47b3, Got: 7565
Checksum failed. Expected: 6cfd, Got: 7565
Checksum failed. Expected: bea1, Got: 7565
Checksum failed. Expected: dfe3, Got: 7565
Checksum failed. Expected: a773, Got: 7565
Checksum failed. Expected: c1a7, Got: 7565
Checksum failed. Expected: 144d, Got: 7565
Checksum failed. Expected: f107, Got: 7565
Checksum failed. Expected: 54cd, Got: 7565
Checksum failed. Expected: 2e81, Got: 7565
Checksum failed. Expected: 3997, Got: 7565
Checksum failed. Expected: 3b9b, Got: 7565
Checksum failed. Expected: f005, Got: 7565
Checksum failed. Expected: d0c5, Got: 7565
Checksum failed. Expected: 1651, Got: 7565
Checksum failed. Expected: c0a5, Got: 7565
Checksum failed. Expected: 8127, Got: 7565
Checksum failed. Expected: fd1f, Got: 7565
Checksum failed. Expected: 9147, Got: 7565
Checksum failed. Expected: 7815, Got: 7565
Checksum failed. Expected: ab7b, Got: 7565
Checksum failed. Expected: 3a99, Got: 7565
Checksum failed. Expected: 5fe3, Got: 7565
Checksum failed. Expected: 57d3, Got: 7565
Checksum failed. Expected: 9651, Got: 7565
Checksum failed. Expected: c9b7, Got: 7565
Checksum failed. Expected: 8e41, Got: 7565
Checksum failed. Expected: f917, Got: 7565
Checksum failed. Expected: 8e41, Got: 7565
Checksum failed. Expected: cdbf, Got: 7565
Checksum failed. Expected: 64ed, Got: 7565
Checksum failed. Expected: f209, Got: 7565
Checksum failed. Expected: f815, Got: 7565
Checksum failed. Expected: 43ab, Got: 7565
Checksum failed. Expected: 50c5, Got: 7565
Checksum failed. Expected: 246d, Got: 7565
Checksum failed. Expected: b691, Got: 7565
Checksum failed. Expected: 256f, Got: 7565
Checksum failed. Expected: 7917, Got: 7565
Checksum failed. Expected: 3fa3, Got: 7565
Checksum failed. Expected: 3a99, Got: 7565
Checksum failed. Expected: b997, Got: 7565
Checksum failed. Expected: 9f63, Got: 7565
Checksum failed. Expected: d9d7, Got: 7565
Checksum failed. Expected: 9e61, Got: 7565
Checksum failed. Expected: fd1f, Got: 7565
Checksum failed. Expected: 7e21, Got: 7565
Checksum failed. Expected: 41a7, Got: 7565
Checksum failed. Expected: 3691, Got: 7565
Checksum failed. Expected: 0733, Got: 7565
Checksum failed. Expected: dfe3, Got: 7565
Checksum failed. Expected: 44ad, Got: 7565
Checksum failed. Expected: 3d9f, Got: 7565
Checksum failed. Expected: 0c3d, Got: 7565
Checksum failed. Expected: 2f83, Got: 7565
Checksum failed. Expected: 8835, Got: 7565
Checksum failed. Expected: 0d3f, Got: 7565
Checksum failed. Expected: 730b, Got: 7565
Checksum failed. Expected: 934b, Got: 7565
Checksum failed. Expected: 5ee1, Got: 7565
Checksum failed. Expected: 50c5, Got: 7565
Checksum failed. Expected: 8d3f, Got: 7565
Checksum failed. Expected: 3691, Got: 7565
Checksum failed. Expected: 8229, Got: 7565
Checksum failed. Expected: cfc3, Got: 7565
Checksum failed. Expected: fd1f, Got: 7565
Checksum failed. Expected: d8d5, Got: 7565
Checksum failed. Expected: f713, Got: 7565
Checksum failed. Expected: c6b1, Got: 7565
Checksum failed. Expected: 740d, Got: 7565

Exiting...
