
#################################################################
Log started at 2025-06-12_13-59-36 
#################################################################
IMU initialized succesfully
PPS initialized succesfully
Stream initialized successfully
Stream synced
Checksum failed. Expected: a77e, Got: 8594
Checksum failed. Expected: 4eb4, Got: 7565
Checksum failed. Expected: 3699, Got: 7565
Checksum failed. Expected: 6bfb, Got: 7565
Checksum failed. Expected: 0937, Got: 7565
Checksum failed. Expected: 842d, Got: 7565
Checksum failed. Expected: 52c9, Got: 7565
Checksum failed. Expected: 6dff, Got: 7565
Checksum failed. Expected: dddf, Got: 7565
Checksum failed. Expected: 6bfb, Got: 7565
Checksum failed. Expected: 54cd, Got: 7565
Checksum failed. Expected: 0025, Got: 7565
Checksum failed. Expected: dcdd, Got: 7565
Checksum failed. Expected: 7611, Got: 7565
Checksum failed. Expected: fc1d, Got: 7565
Checksum failed. Expected: 2671, Got: 7565
Checksum failed. Expected: 46b1, Got: 7565
Checksum failed. Expected: 0127, Got: 7565
Checksum failed. Expected: 7e21, Got: 7565
Checksum failed. Expected: 934b, Got: 7565
Checksum failed. Expected: 750f, Got: 7565
Checksum failed. Expected: 1855, Got: 7565
Checksum failed. Expected: 6dff, Got: 7565
Checksum failed. Expected: dbdb, Got: 7565
Checksum failed. Expected: b48d, Got: 7565
Checksum failed. Expected: 2167, Got: 7565
Checksum failed. Expected: b289, Got: 7565
Checksum failed. Expected: 6af9, Got: 7565
Checksum failed. Expected: a671, Got: 7565
Checksum failed. Expected: 5bdb, Got: 7565
Checksum failed. Expected: 1e61, Got: 7565
Checksum failed. Expected: 8127, Got: 7565
Checksum failed. Expected: 51c7, Got: 7565
Checksum failed. Expected: ff23, Got: 7565
Checksum failed. Expected: 7611, Got: 7565
Checksum failed. Expected: 53cb, Got: 7565
Checksum failed. Expected: d6d1, Got: 7565
Checksum failed. Expected: cec1, Got: 7565
Checksum failed. Expected: c4ad, Got: 7565
Checksum failed. Expected: b793, Got: 7565
Checksum failed. Expected: 7b1b, Got: 7565
Checksum failed. Expected: 8f43, Got: 7565
Checksum failed. Expected: 3b9b, Got: 7565
Checksum failed. Expected: 052f, Got: 7565
Checksum failed. Expected: cfc3, Got: 7565
Checksum failed. Expected: 57d3, Got: 7565
Checksum failed. Expected: 032b, Got: 7565
Checksum failed. Expected: 7b1b, Got: 7565
Checksum failed. Expected: e1e7, Got: 7565
Checksum failed. Expected: cbbb, Got: 7565
Checksum failed. Expected: 54cd, Got: 7565
Checksum failed. Expected: 56d1, Got: 7565
Checksum failed. Expected: 63eb, Got: 7565
Checksum failed. Expected: 9a59, Got: 7565
Checksum failed. Expected: 6f03, Got: 7565
Checksum failed. Expected: e1e7, Got: 7565
Checksum failed. Expected: 2977, Got: 7565
Checksum failed. Expected: e8f5, Got: 7565
Checksum failed. Expected: 7611, Got: 7565
Checksum failed. Expected: fb1b, Got: 7565
Checksum failed. Expected: ef03, Got: 7565
Checksum failed. Expected: 0c3d, Got: 7565
Checksum failed. Expected: 348d, Got: 7565
Checksum failed. Expected: 8c3d, Got: 7565
Checksum failed. Expected: e8f5, Got: 7565
Checksum failed. Expected: 54cd, Got: 7565
Checksum failed. Expected: 44ad, Got: 7565
Checksum failed. Expected: cdbf, Got: 7565
Checksum failed. Expected: fb1b, Got: 7565
Checksum failed. Expected: ad7f, Got: 7565
Checksum failed. Expected: cdbf, Got: 7565
Checksum failed. Expected: c1a7, Got: 7565
Checksum failed. Expected: d8d5, Got: 7565
Checksum failed. Expected: f107, Got: 7565
Checksum failed. Expected: 246d, Got: 7565
Checksum failed. Expected: b187, Got: 7565
Checksum failed. Expected: e8f5, Got: 7565
Checksum failed. Expected: d9d7, Got: 7565

Exiting...
