
#################################################################
Log started at 2025-06-12_14-02-54 
#################################################################
IMU initialized succesfully
PPS initialized succesfully
Stream initialized successfully
Stream synced
Checksum failed. Expected: a77e, Got: 8594
Checksum failed. Expected: 4eb4, Got: 7565
Checksum failed. Expected: 3699, Got: 7565
Checksum failed. Expected: f815, Got: 7565
Checksum failed. Expected: 55cf, Got: 7565
Checksum failed. Expected: d6d1, Got: 7565
Checksum failed. Expected: 42a9, Got: 7565
Checksum failed. Expected: 0d3f, Got: 7565
Checksum failed. Expected: fe21, Got: 7565
Checksum failed. Expected: 7a19, Got: 7565
Checksum failed. Expected: 2167, Got: 7565
Checksum failed. Expected: bb9b, Got: 7565
Checksum failed. Expected: a065, Got: 7565
Checksum failed. Expected: 8229, Got: 7565
Checksum failed. Expected: 7d1f, Got: 7565
Checksum failed. Expected: 3691, Got: 7565
Checksum failed. Expected: 48b5, Got: 7565
Checksum failed. Expected: 5fe3, Got: 7565
Checksum failed. Expected: 1249, Got: 7565
Checksum failed. Expected: 68f5, Got: 7565
Checksum failed. Expected: 3997, Got: 7565
Checksum failed. Expected: 3895, Got: 7565
Checksum failed. Expected: dbdb, Got: 7565
Checksum failed. Expected: 46b1, Got: 7565
Checksum failed. Expected: 8e41, Got: 7565
Checksum failed. Expected: 2875, Got: 7565
Checksum failed. Expected: c2a9, Got: 7565
Checksum failed. Expected: 0e41, Got: 7565
Checksum failed. Expected: 63eb, Got: 7565
Checksum failed. Expected: d2c9, Got: 7565
Checksum failed. Expected: c2a9, Got: 7565
Checksum failed. Expected: 348d, Got: 7565
Checksum failed. Expected: 8229, Got: 7565
Checksum failed. Expected: 2f83, Got: 7565
Checksum failed. Expected: 6af9, Got: 7565
Checksum failed. Expected: af83, Got: 7565
Checksum failed. Expected: 1e61, Got: 7565
Checksum failed. Expected: 1c5d, Got: 7565
Checksum failed. Expected: 67f3, Got: 7565
Checksum failed. Expected: 9d5f, Got: 7565
Checksum failed. Expected: 9147, Got: 7565
Checksum failed. Expected: 1d5f, Got: 7565
Checksum failed. Expected: 1e61, Got: 7565
Checksum failed. Expected: 2f83, Got: 7565
Checksum failed. Expected: b895, Got: 7565
Checksum failed. Expected: d5cf, Got: 7565
Checksum failed. Expected: fa19, Got: 7565
Checksum failed. Expected: d1c7, Got: 7565
Checksum failed. Expected: 5ddf, Got: 7565
Checksum failed. Expected: 0127, Got: 7565
Checksum failed. Expected: c0a5, Got: 7565
Checksum failed. Expected: a36b, Got: 7565
Checksum failed. Expected: 7a19, Got: 7565
Checksum failed. Expected: 832b, Got: 7565
Checksum failed. Expected: 4dbf, Got: 7565
Checksum failed. Expected: 1d5f, Got: 7565
Checksum failed. Expected: aa79, Got: 7565
Checksum failed. Expected: d6d1, Got: 7565
Checksum failed. Expected: 2c7d, Got: 7565
Checksum failed. Expected: 47b3, Got: 7565
Checksum failed. Expected: 7611, Got: 7565
Checksum failed. Expected: 9147, Got: 7565
Checksum failed. Expected: 154f, Got: 7565
Checksum failed. Expected: 67f3, Got: 7565
Checksum failed. Expected: f50f, Got: 7565
Checksum failed. Expected: dddf, Got: 7565
Checksum failed. Expected: ff23, Got: 7565
Checksum failed. Expected: e0e5, Got: 7565
Checksum failed. Expected: b289, Got: 7565
Checksum failed. Expected: ee01, Got: 7565
Checksum failed. Expected: 8f43, Got: 7565
Checksum failed. Expected: 7a19, Got: 7565
Checksum failed. Expected: d6d1, Got: 7565
Checksum failed. Expected: 61e7, Got: 7565
Checksum failed. Expected: 1e61, Got: 7565
Checksum failed. Expected: 0025, Got: 7565
Checksum failed. Expected: 2f83, Got: 7565
Checksum failed. Expected: 1045, Got: 7565
Checksum failed. Expected: 7917, Got: 7565
Checksum failed. Expected: 40a5, Got: 7565
Checksum failed. Expected: 1f63, Got: 7565
Checksum failed. Expected: 5ad9, Got: 7565
Checksum failed. Expected: e5ef, Got: 7565
Checksum failed. Expected: e9f7, Got: 7565
Checksum failed. Expected: 48b5, Got: 7565
Checksum failed. Expected: 0835, Got: 7565
Checksum failed. Expected: 0c3d, Got: 7565
Checksum failed. Expected: 832b, Got: 7565
Checksum failed. Expected: c9b7, Got: 7565
Checksum failed. Expected: 7917, Got: 7565
Checksum failed. Expected: fa19, Got: 7565
Checksum failed. Expected: cab9, Got: 7565
Checksum failed. Expected: 58d5, Got: 7565
Checksum failed. Expected: 4dbf, Got: 7565
Checksum failed. Expected: 358f, Got: 7565
Checksum failed. Expected: f713, Got: 7565
Checksum failed. Expected: e6f1, Got: 7565
Checksum failed. Expected: 934b, Got: 7565
Checksum failed. Expected: a167, Got: 7565
Checksum failed. Expected: 3691, Got: 7565
Checksum failed. Expected: e8f5, Got: 7565
Checksum failed. Expected: 2773, Got: 7565
Checksum failed. Expected: b085, Got: 7565
Checksum failed. Expected: 1b5b, Got: 7565
Checksum failed. Expected: fe21, Got: 7565
Checksum failed. Expected: f005, Got: 7565
Checksum failed. Expected: 954f, Got: 7565
Checksum failed. Expected: 0937, Got: 7565
Checksum failed. Expected: 6cfd, Got: 7565
Checksum failed. Expected: 348d, Got: 7565
Checksum failed. Expected: a977, Got: 7565
Checksum failed. Expected: 7611, Got: 7565
Checksum failed. Expected: e0e5, Got: 7565
Checksum failed. Expected: 7e21, Got: 7565
Checksum failed. Expected: b085, Got: 7565
Checksum failed. Expected: edff, Got: 7565
Checksum failed. Expected: 2d7f, Got: 7565
Checksum failed. Expected: dcdd, Got: 7565
Checksum failed. Expected: 842d, Got: 7565
Checksum failed. Expected: 0a39, Got: 7565
Checksum failed. Expected: c5af, Got: 7565
Checksum failed. Expected: 6cfd, Got: 7565
Checksum failed. Expected: 6af9, Got: 7565
Checksum failed. Expected: 2b7b, Got: 7565
Checksum failed. Expected: a977, Got: 7565
Checksum failed. Expected: 934b, Got: 7565
Checksum failed. Expected: f50f, Got: 7565
Checksum failed. Expected: d6d1, Got: 7565

Exiting...
