
#################################################################
Log started at 2025-06-12_14-14-40 
#################################################################
IMU initialized succesfully
PPS initialized succesfully
Stream initialized successfully
Stream synced
Checksum failed. Expected: a77e, Got: 8594
Checksum failed. Expected: 4eb4, Got: 7565
Checksum failed. Expected: 3699, Got: 7565
Checksum failed. Expected: d1c7, Got: 7565
Checksum failed. Expected: 750f, Got: 7565
Checksum failed. Expected: 6af9, Got: 7565
Checksum failed. Expected: 7c1d, Got: 7565
Checksum failed. Expected: 1855, Got: 7565
Checksum failed. Expected: e7f3, Got: 7565
Checksum failed. Expected: 1045, Got: 7565
Checksum failed. Expected: 5fe3, Got: 7565
Checksum failed. Expected: 8025, Got: 7565
Checksum failed. Expected: 48b5, Got: 7565
Checksum failed. Expected: b895, Got: 7565
Checksum failed. Expected: 1a59, Got: 7565
Checksum failed. Expected: dddf, Got: 7565
Checksum failed. Expected: 7e21, Got: 7565
Checksum failed. Expected: 7005, Got: 7565
Checksum failed. Expected: 47b3, Got: 7565
Checksum failed. Expected: 52c9, Got: 7565
Checksum failed. Expected: a269, Got: 7565
Checksum failed. Expected: 60e5, Got: 7565
Checksum failed. Expected: d2c9, Got: 7565
Checksum failed. Expected: 54cd, Got: 7565
Checksum failed. Expected: 338b, Got: 7565
Checksum failed. Expected: 48b5, Got: 7565
Checksum failed. Expected: a36b, Got: 7565
Checksum failed. Expected: 954f, Got: 7565
Checksum failed. Expected: 1147, Got: 7565
Checksum failed. Expected: b793, Got: 7565
Checksum failed. Expected: b289, Got: 7565
Checksum failed. Expected: 9045, Got: 7565
Checksum failed. Expected: 51c7, Got: 7565
Checksum failed. Expected: 7b1b, Got: 7565
Checksum failed. Expected: 7b1b, Got: 7565
Checksum failed. Expected: c6b1, Got: 7565
Checksum failed. Expected: edff, Got: 7565
Checksum failed. Expected: 0e41, Got: 7565
Checksum failed. Expected: 4cbd, Got: 7565
Checksum failed. Expected: 57d3, Got: 7565
Checksum failed. Expected: 1e61, Got: 7565
Checksum failed. Expected: 50c5, Got: 7565
Checksum failed. Expected: ba99, Got: 7565
Checksum failed. Expected: 1f63, Got: 7565
Checksum failed. Expected: 48b5, Got: 7565
Checksum failed. Expected: 0127, Got: 7565
Checksum failed. Expected: d4cd, Got: 7565
Checksum failed. Expected: bfa3, Got: 7565
Checksum failed. Expected: 1d5f, Got: 7565
Checksum failed. Expected: 8c3d, Got: 7565
Checksum failed. Expected: 3d9f, Got: 7565
Checksum failed. Expected: f005, Got: 7565
Checksum failed. Expected: fa19, Got: 7565
Checksum failed. Expected: a875, Got: 7565
Checksum failed. Expected: b48d, Got: 7565
Checksum failed. Expected: bc9d, Got: 7565
Checksum failed. Expected: fd1f, Got: 7565
Checksum failed. Expected: d6d1, Got: 7565
Checksum failed. Expected: 4fc3, Got: 7565
Checksum failed. Expected: 8631, Got: 7565
Checksum failed. Expected: 4cbd, Got: 7565
Checksum failed. Expected: e4ed, Got: 7565
Checksum failed. Expected: 3d9f, Got: 7565
Checksum failed. Expected: bfa3, Got: 7565
Checksum failed. Expected: cdbf, Got: 7565
Checksum failed. Expected: c8b5, Got: 7565
Checksum failed. Expected: d1c7, Got: 7565
Checksum failed. Expected: fe21, Got: 7565
Checksum failed. Expected: e5ef, Got: 7565
Checksum failed. Expected: 56d1, Got: 7565
Checksum failed. Expected: 0229, Got: 7565
Checksum failed. Expected: 61e7, Got: 7565
Checksum failed. Expected: dbdb, Got: 7565
Checksum failed. Expected: 8b3b, Got: 7565
Checksum failed. Expected: 1651, Got: 7565
Checksum failed. Expected: bea1, Got: 7565

Exiting...
