
#################################################################
Log started at 2025-06-12_13-38-13 
#################################################################
IMU initialized succesfully
PPS initialized succesfully
Stream initialized successfully
Stream synced
Checksum failed. Expected: a77e, Got: 8594
Checksum failed. Expected: 4eb4, Got: 7565
Checksum failed. Expected: 3699, Got: 7565
Checksum failed. Expected: cec1, Got: 7565
Checksum failed. Expected: a56f, Got: 7565
Checksum failed. Expected: 7917, Got: 7565
Checksum failed. Expected: 954f, Got: 7565
Checksum failed. Expected: c0a5, Got: 7565
Checksum failed. Expected: a269, Got: 7565
Checksum failed. Expected: c7b3, Got: 7565
Checksum failed. Expected: ecfd, Got: 7565
Checksum failed. Expected: f611, Got: 7565
Checksum failed. Expected: bfa3, Got: 7565
Checksum failed. Expected: e1e7, Got: 7565
Checksum failed. Expected: b187, Got: 7565
Checksum failed. Expected: ff23, Got: 7565
Checksum failed. Expected: 7815, Got: 7565
Checksum failed. Expected: ecfd, Got: 7565
Checksum failed. Expected: cec1, Got: 7565
Checksum failed. Expected: c7b3, Got: 7565
Checksum failed. Expected: 62e9, Got: 7565
Checksum failed. Expected: aa79, Got: 7565
Checksum failed. Expected: 842d, Got: 7565
Checksum failed. Expected: 944d, Got: 7565
Checksum failed. Expected: 144d, Got: 7565
Checksum failed. Expected: 3a99, Got: 7565
Checksum failed. Expected: 3d9f, Got: 7565
Checksum failed. Expected: 5ad9, Got: 7565
Checksum failed. Expected: 3793, Got: 7565
Checksum failed. Expected: 3c9d, Got: 7565
Checksum failed. Expected: cbbb, Got: 7565
Checksum failed. Expected: 44ad, Got: 7565
Checksum failed. Expected: 246d, Got: 7565
Checksum failed. Expected: dee1, Got: 7565
Checksum failed. Expected: 5fe3, Got: 7565
Checksum failed. Expected: 54cd, Got: 7565
Checksum failed. Expected: 4dbf, Got: 7565
Checksum failed. Expected: 43ab, Got: 7565
Checksum failed. Expected: 7713, Got: 7565
Checksum failed. Expected: a56f, Got: 7565
Checksum failed. Expected: d6d1, Got: 7565
Checksum failed. Expected: fb1b, Got: 7565
Checksum failed. Expected: 43ab, Got: 7565
Checksum failed. Expected: 2875, Got: 7565
Checksum failed. Expected: b691, Got: 7565
Checksum failed. Expected: a065, Got: 7565
Checksum failed. Expected: 5ddf, Got: 7565
Checksum failed. Expected: 7917, Got: 7565
Checksum failed. Expected: 9a59, Got: 7565
Checksum failed. Expected: 1e61, Got: 7565
Checksum failed. Expected: 730b, Got: 7565
Checksum failed. Expected: 2671, Got: 7565
Checksum failed. Expected: 9b5b, Got: 7565
Checksum failed. Expected: fb1b, Got: 7565
Checksum failed. Expected: 3691, Got: 7565
Checksum failed. Expected: a875, Got: 7565
Checksum failed. Expected: fa19, Got: 7565
Checksum failed. Expected: 2977, Got: 7565
Checksum failed. Expected: 2977, Got: 7565
Checksum failed. Expected: 3ea1, Got: 7565
Checksum failed. Expected: 2773, Got: 7565
Checksum failed. Expected: e6f1, Got: 7565
Checksum failed. Expected: b187, Got: 7565
Checksum failed. Expected: 7815, Got: 7565
Checksum failed. Expected: 1a59, Got: 7565
Checksum failed. Expected: 6cfd, Got: 7565
Checksum failed. Expected: 54cd, Got: 7565
Checksum failed. Expected: 8e41, Got: 7565
Checksum failed. Expected: 0937, Got: 7565
Checksum failed. Expected: 8b3b, Got: 7565
Checksum failed. Expected: 0c3d, Got: 7565
Checksum failed. Expected: ee01, Got: 7565
Checksum failed. Expected: 358f, Got: 7565
Checksum failed. Expected: 934b, Got: 7565
Checksum failed. Expected: d1c7, Got: 7565
Checksum failed. Expected: a56f, Got: 7565
Checksum failed. Expected: bc9d, Got: 7565
Checksum failed. Expected: 9249, Got: 7565
Checksum failed. Expected: 1957, Got: 7565
Checksum failed. Expected: 0127, Got: 7565
Checksum failed. Expected: 0229, Got: 7565
Checksum failed. Expected: e8f5, Got: 7565
Checksum failed. Expected: 58d5, Got: 7565
Checksum failed. Expected: c4ad, Got: 7565
Checksum failed. Expected: 9045, Got: 7565
Checksum failed. Expected: 236b, Got: 7565
Checksum failed. Expected: d7d3, Got: 7565
Checksum failed. Expected: 944d, Got: 7565
Checksum failed. Expected: 69f7, Got: 7565
Checksum failed. Expected: 154f, Got: 7565
Checksum failed. Expected: c3ab, Got: 7565
Checksum failed. Expected: c6b1, Got: 7565
Checksum failed. Expected: 2167, Got: 7565
Checksum failed. Expected: 8c3d, Got: 7565
Checksum failed. Expected: bd9f, Got: 7565
Checksum failed. Expected: aa79, Got: 7565
Checksum failed. Expected: 7c1d, Got: 7565
Checksum failed. Expected: 8937, Got: 7565
Checksum failed. Expected: ab7b, Got: 7565
Checksum failed. Expected: 9e61, Got: 7565
Checksum failed. Expected: 7713, Got: 7565
Checksum failed. Expected: a56f, Got: 7565
Checksum failed. Expected: 57d3, Got: 7565
Checksum failed. Expected: 2671, Got: 7565
Checksum failed. Expected: b289, Got: 7565
Checksum failed. Expected: 41a7, Got: 7565
Checksum failed. Expected: 0835, Got: 7565
Checksum failed. Expected: ecfd, Got: 7565
Checksum failed. Expected: d4cd, Got: 7565
Checksum failed. Expected: b997, Got: 7565
Checksum failed. Expected: cbbb, Got: 7565
Checksum failed. Expected: ccbd, Got: 7565
Checksum failed. Expected: ee01, Got: 7565
Checksum failed. Expected: 0229, Got: 7565
Checksum failed. Expected: 8127, Got: 7565
Checksum failed. Expected: 246d, Got: 7565
Checksum failed. Expected: 56d1, Got: 7565
Checksum failed. Expected: 0a39, Got: 7565
Checksum failed. Expected: d7d3, Got: 7565
Checksum failed. Expected: 40a5, Got: 7565
Checksum failed. Expected: 7f23, Got: 7565
Checksum failed. Expected: cdbf, Got: 7565
Checksum failed. Expected: 0025, Got: 7565
Checksum failed. Expected: c5af, Got: 7565
Checksum failed. Expected: a46d, Got: 7565
Checksum failed. Expected: 7815, Got: 7565
Checksum failed. Expected: 9855, Got: 7565
Checksum failed. Expected: cab9, Got: 7565
Checksum failed. Expected: 9855, Got: 7565
Checksum failed. Expected: cab9, Got: 7565
Checksum failed. Expected: 042d, Got: 7565
Checksum failed. Expected: 9a59, Got: 7565
Checksum failed. Expected: 5ddf, Got: 7565
Checksum failed. Expected: 032b, Got: 7565
Checksum failed. Expected: 9c5d, Got: 7565
Checksum failed. Expected: 338b, Got: 7565
Checksum failed. Expected: 0025, Got: 7565
Checksum failed. Expected: 134b, Got: 7565
Checksum failed. Expected: 3691, Got: 7565
Checksum failed. Expected: 236b, Got: 7565
Checksum failed. Expected: 7f23, Got: 7565
Checksum failed. Expected: b997, Got: 7565
Checksum failed. Expected: 0229, Got: 7565
Checksum failed. Expected: f815, Got: 7565
Checksum failed. Expected: 9045, Got: 7565
Checksum failed. Expected: ab7b, Got: 7565
Checksum failed. Expected: 4bbb, Got: 7565
Checksum failed. Expected: dee1, Got: 7565
Checksum failed. Expected: 1957, Got: 7565
Checksum failed. Expected: 2a79, Got: 7565
Checksum failed. Expected: 3187, Got: 7565
Checksum failed. Expected: 7713, Got: 7565
Checksum failed. Expected: ff23, Got: 7565
Checksum failed. Expected: 7917, Got: 7565
Checksum failed. Expected: 9147, Got: 7565
