
#################################################################
Log started at 2025-06-12_14-01-20 
#################################################################
IMU initialized succesfully
PPS initialized succesfully
Stream initialized successfully
Stream synced
Checksum failed. Expected: a77e, Got: 8594
Checksum failed. Expected: 4eb4, Got: 7565
Checksum failed. Expected: 3699, Got: 7565
Checksum failed. Expected: 0229, Got: 7565
Checksum failed. Expected: cec1, Got: 7565
Checksum failed. Expected: 1855, Got: 7565
Checksum failed. Expected: b895, Got: 7565
Checksum failed. Expected: 5fe3, Got: 7565
Checksum failed. Expected: 3ea1, Got: 7565
Checksum failed. Expected: a167, Got: 7565
Checksum failed. Expected: 2065, Got: 7565
Checksum failed. Expected: 2a79, Got: 7565
Checksum failed. Expected: 6af9, Got: 7565
Checksum failed. Expected: a977, Got: 7565
Checksum failed. Expected: b691, Got: 7565
Checksum failed. Expected: 8127, Got: 7565
Checksum failed. Expected: d0c5, Got: 7565
Checksum failed. Expected: 58d5, Got: 7565
Checksum failed. Expected: 6cfd, Got: 7565
Checksum failed. Expected: eaf9, Got: 7565
Checksum failed. Expected: 9a59, Got: 7565
Checksum failed. Expected: 052f, Got: 7565
Checksum failed. Expected: 2e81, Got: 7565
Checksum failed. Expected: 2d7f, Got: 7565
Checksum failed. Expected: ae81, Got: 7565
Checksum failed. Expected: c2a9, Got: 7565
Checksum failed. Expected: c2a9, Got: 7565
Checksum failed. Expected: fc1d, Got: 7565
Checksum failed. Expected: dbdb, Got: 7565
Checksum failed. Expected: a36b, Got: 7565
Checksum failed. Expected: 45af, Got: 7565
Checksum failed. Expected: 52c9, Got: 7565
Checksum failed. Expected: 6cfd, Got: 7565
Checksum failed. Expected: e3eb, Got: 7565
Checksum failed. Expected: d8d5, Got: 7565
Checksum failed. Expected: 7917, Got: 7565
Checksum failed. Expected: 3187, Got: 7565
Checksum failed. Expected: a065, Got: 7565
Checksum failed. Expected: c2a9, Got: 7565
Checksum failed. Expected: fd1f, Got: 7565
Checksum failed. Expected: 4ab9, Got: 7565
Checksum failed. Expected: ff23, Got: 7565
Checksum failed. Expected: d9d7, Got: 7565
Checksum failed. Expected: 2d7f, Got: 7565
Checksum failed. Expected: ecfd, Got: 7565
Checksum failed. Expected: 7209, Got: 7565
Checksum failed. Expected: c5af, Got: 7565
Checksum failed. Expected: 9147, Got: 7565
Checksum failed. Expected: 9855, Got: 7565
Checksum failed. Expected: 4cbd, Got: 7565
Checksum failed. Expected: 042d, Got: 7565
Checksum failed. Expected: ff23, Got: 7565
Checksum failed. Expected: 8937, Got: 7565
Checksum failed. Expected: 58d5, Got: 7565
Checksum failed. Expected: 7815, Got: 7565
Checksum failed. Expected: b793, Got: 7565
Checksum failed. Expected: c4ad, Got: 7565
Checksum failed. Expected: 0631, Got: 7565
Checksum failed. Expected: 3691, Got: 7565
Checksum failed. Expected: 7713, Got: 7565
Checksum failed. Expected: 0229, Got: 7565
Checksum failed. Expected: d2c9, Got: 7565
Checksum failed. Expected: c8b5, Got: 7565
Checksum failed. Expected: 0733, Got: 7565
Checksum failed. Expected: 3289, Got: 7565
Checksum failed. Expected: 256f, Got: 7565
Checksum failed. Expected: 6e01, Got: 7565
Checksum failed. Expected: ff23, Got: 7565
Checksum failed. Expected: cdbf, Got: 7565
Checksum failed. Expected: 9855, Got: 7565
Checksum failed. Expected: 8025, Got: 7565
Checksum failed. Expected: 68f5, Got: 7565
Checksum failed. Expected: f917, Got: 7565
Checksum failed. Expected: 3289, Got: 7565
Checksum failed. Expected: 1a59, Got: 7565
Checksum failed. Expected: d2c9, Got: 7565
Checksum failed. Expected: 256f, Got: 7565
Checksum failed. Expected: fc1d, Got: 7565
Checksum failed. Expected: 47b3, Got: 7565
Checksum failed. Expected: 740d, Got: 7565
Checksum failed. Expected: c9b7, Got: 7565
Checksum failed. Expected: 53cb, Got: 7565
Checksum failed. Expected: 1753, Got: 7565
Checksum failed. Expected: 348d, Got: 7565
Checksum failed. Expected: fc1d, Got: 7565
Checksum failed. Expected: e5ef, Got: 7565
Checksum failed. Expected: 1d5f, Got: 7565
Checksum failed. Expected: 0f43, Got: 7565
Checksum failed. Expected: cdbf, Got: 7565
Checksum failed. Expected: 9a59, Got: 7565
Checksum failed. Expected: 5bdb, Got: 7565
Checksum failed. Expected: 55cf, Got: 7565
Checksum failed. Expected: e1e7, Got: 7565
Checksum failed. Expected: b997, Got: 7565
Checksum failed. Expected: 7917, Got: 7565
Checksum failed. Expected: b289, Got: 7565
Checksum failed. Expected: 0e41, Got: 7565
Checksum failed. Expected: 9f63, Got: 7565
Checksum failed. Expected: 7d1f, Got: 7565
Checksum failed. Expected: 8f43, Got: 7565
Checksum failed. Expected: 0c3d, Got: 7565
Checksum failed. Expected: cfc3, Got: 7565
Checksum failed. Expected: 58d5, Got: 7565
Checksum failed. Expected: 9a59, Got: 7565
Checksum failed. Expected: 832b, Got: 7565
Checksum failed. Expected: 7209, Got: 7565
Checksum failed. Expected: c7b3, Got: 7565
Checksum failed. Expected: 1045, Got: 7565
Checksum failed. Expected: 54cd, Got: 7565
Checksum failed. Expected: a671, Got: 7565
Checksum failed. Expected: 042d, Got: 7565
Checksum failed. Expected: b38b, Got: 7565
Checksum failed. Expected: 6cfd, Got: 7565
Checksum failed. Expected: 2c7d, Got: 7565
Checksum failed. Expected: 0a39, Got: 7565
Checksum failed. Expected: 750f, Got: 7565
Checksum failed. Expected: 934b, Got: 7565
Checksum failed. Expected: 7c1d, Got: 7565
Checksum failed. Expected: 2671, Got: 7565
Checksum failed. Expected: f107, Got: 7565
Checksum failed. Expected: 740d, Got: 7565
Checksum failed. Expected: 954f, Got: 7565
Checksum failed. Expected: cbbb, Got: 7565
Checksum failed. Expected: c7b3, Got: 7565
Checksum failed. Expected: 56d1, Got: 7565
Checksum failed. Expected: 9d5f, Got: 7565
Checksum failed. Expected: cdbf, Got: 7565
Checksum failed. Expected: 832b, Got: 7565
Checksum failed. Expected: cab9, Got: 7565
Checksum failed. Expected: 63eb, Got: 7565
Checksum failed. Expected: 2f83, Got: 7565
Checksum failed. Expected: 3997, Got: 7565
Checksum failed. Expected: 032b, Got: 7565
Checksum failed. Expected: 5ddf, Got: 7565
Checksum failed. Expected: ccbd, Got: 7565
Checksum failed. Expected: ef03, Got: 7565
Checksum failed. Expected: fb1b, Got: 7565
Checksum failed. Expected: cfc3, Got: 7565
Checksum failed. Expected: 0e41, Got: 7565
Checksum failed. Expected: bea1, Got: 7565
Checksum failed. Expected: c3ab, Got: 7565
Checksum failed. Expected: c8b5, Got: 7565
Checksum failed. Expected: e6f1, Got: 7565
Checksum failed. Expected: a671, Got: 7565
Checksum failed. Expected: c5af, Got: 7565
Checksum failed. Expected: 154f, Got: 7565
Checksum failed. Expected: 3ea1, Got: 7565
Checksum failed. Expected: 6af9, Got: 7565
Checksum failed. Expected: 9f63, Got: 7565
Checksum failed. Expected: 154f, Got: 7565
Checksum failed. Expected: fd1f, Got: 7565
Checksum failed. Expected: f30b, Got: 7565
Checksum failed. Expected: f611, Got: 7565
Checksum failed. Expected: e3eb, Got: 7565
