
#################################################################
Log started at 2025-06-12_14-06-26 
#################################################################
IMU initialized succesfully
PPS initialized succesfully
Stream initialized successfully
Stream synced
Checksum failed. Expected: a77e, Got: 8594
Checksum failed. Expected: 4eb4, Got: 7565
Checksum failed. Expected: 3699, Got: 7565
Checksum failed. Expected: af83, Got: 7565
Checksum failed. Expected: b289, Got: 7565
Checksum failed. Expected: 57d3, Got: 7565
Checksum failed. Expected: 2a79, Got: 7565
Checksum failed. Expected: f815, Got: 7565
Checksum failed. Expected: fe21, Got: 7565
Checksum failed. Expected: 2c7d, Got: 7565
Checksum failed. Expected: ac7d, Got: 7565
Checksum failed. Expected: 7713, Got: 7565
Checksum failed. Expected: 5ad9, Got: 7565
Checksum failed. Expected: d9d7, Got: 7565
Checksum failed. Expected: b58f, Got: 7565
Checksum failed. Expected: 6af9, Got: 7565
Checksum failed. Expected: 2d7f, Got: 7565
Checksum failed. Expected: 61e7, Got: 7565
Checksum failed. Expected: 61e7, Got: 7565
Checksum failed. Expected: a167, Got: 7565
Checksum failed. Expected: 2e81, Got: 7565
Checksum failed. Expected: 6bfb, Got: 7565
Checksum failed. Expected: 1e61, Got: 7565
Checksum failed. Expected: 6e01, Got: 7565
Checksum failed. Expected: 154f, Got: 7565
Checksum failed. Expected: 5ad9, Got: 7565
Checksum failed. Expected: c4ad, Got: 7565
Checksum failed. Expected: 7f23, Got: 7565
Checksum failed. Expected: eaf9, Got: 7565
Checksum failed. Expected: 7209, Got: 7565
Checksum failed. Expected: 2e81, Got: 7565
Checksum failed. Expected: 246d, Got: 7565
Checksum failed. Expected: 338b, Got: 7565
Checksum failed. Expected: ad7f, Got: 7565
Checksum failed. Expected: 6bfb, Got: 7565
Checksum failed. Expected: 67f3, Got: 7565
Checksum failed. Expected: f50f, Got: 7565
Checksum failed. Expected: fd1f, Got: 7565
Checksum failed. Expected: 2f83, Got: 7565
Checksum failed. Expected: ee01, Got: 7565
Checksum failed. Expected: e2e9, Got: 7565
Checksum failed. Expected: 3997, Got: 7565
Checksum failed. Expected: 65ef, Got: 7565
Checksum failed. Expected: 8937, Got: 7565
Checksum failed. Expected: 9045, Got: 7565
Checksum failed. Expected: edff, Got: 7565
Checksum failed. Expected: 2773, Got: 7565
Checksum failed. Expected: a065, Got: 7565
Checksum failed. Expected: dfe3, Got: 7565
Checksum failed. Expected: f50f, Got: 7565
Checksum failed. Expected: 5ee1, Got: 7565
Checksum failed. Expected: 3187, Got: 7565
Checksum failed. Expected: 0937, Got: 7565
Checksum failed. Expected: 67f3, Got: 7565
Checksum failed. Expected: 1c5d, Got: 7565
Checksum failed. Expected: 934b, Got: 7565
Checksum failed. Expected: ebfb, Got: 7565
Checksum failed. Expected: 8025, Got: 7565
Checksum failed. Expected: f107, Got: 7565
Checksum failed. Expected: fa19, Got: 7565
Checksum failed. Expected: 2a79, Got: 7565
Checksum failed. Expected: d5cf, Got: 7565
Checksum failed. Expected: 2875, Got: 7565
Checksum failed. Expected: 9957, Got: 7565
Checksum failed. Expected: 2167, Got: 7565
Checksum failed. Expected: 63eb, Got: 7565
Checksum failed. Expected: 3d9f, Got: 7565
Checksum failed. Expected: 8a39, Got: 7565
Checksum failed. Expected: d0c5, Got: 7565
Checksum failed. Expected: cfc3, Got: 7565
Checksum failed. Expected: 1d5f, Got: 7565
Checksum failed. Expected: 7209, Got: 7565
Checksum failed. Expected: 59d7, Got: 7565
Checksum failed. Expected: 51c7, Got: 7565
Checksum failed. Expected: dddf, Got: 7565
Checksum failed. Expected: eaf9, Got: 7565
Checksum failed. Expected: e5ef, Got: 7565
Checksum failed. Expected: 44ad, Got: 7565
Checksum failed. Expected: 750f, Got: 7565
Checksum failed. Expected: 6e01, Got: 7565
Checksum failed. Expected: f611, Got: 7565
Checksum failed. Expected: 9a59, Got: 7565
Checksum failed. Expected: c8b5, Got: 7565
Checksum failed. Expected: 1b5b, Got: 7565
Checksum failed. Expected: 8b3b, Got: 7565
Checksum failed. Expected: 3ea1, Got: 7565
Checksum failed. Expected: 5fe3, Got: 7565
Checksum failed. Expected: b187, Got: 7565
Checksum failed. Expected: e1e7, Got: 7565
Checksum failed. Expected: 6bfb, Got: 7565
Checksum failed. Expected: 8937, Got: 7565
Checksum failed. Expected: a065, Got: 7565
Checksum failed. Expected: 7a19, Got: 7565
Checksum failed. Expected: fd1f, Got: 7565
Checksum failed. Expected: 55cf, Got: 7565
Checksum failed. Expected: cbbb, Got: 7565
Checksum failed. Expected: ebfb, Got: 7565
Checksum failed. Expected: 2e81, Got: 7565
Checksum failed. Expected: 0937, Got: 7565
Checksum failed. Expected: 6cfd, Got: 7565
Checksum failed. Expected: e6f1, Got: 7565
Checksum failed. Expected: 4fc3, Got: 7565
Checksum failed. Expected: a875, Got: 7565
Checksum failed. Expected: 832b, Got: 7565
Checksum failed. Expected: dddf, Got: 7565
Checksum failed. Expected: bea1, Got: 7565
Checksum failed. Expected: 8f43, Got: 7565
Checksum failed. Expected: bb9b, Got: 7565
Checksum failed. Expected: 134b, Got: 7565
Checksum failed. Expected: 2d7f, Got: 7565
Checksum failed. Expected: 67f3, Got: 7565
Checksum failed. Expected: 52c9, Got: 7565
Checksum failed. Expected: 042d, Got: 7565
Checksum failed. Expected: fb1b, Got: 7565
Checksum failed. Expected: 3b9b, Got: 7565
Checksum failed. Expected: 51c7, Got: 7565
Checksum failed. Expected: 4ab9, Got: 7565
Checksum failed. Expected: 1957, Got: 7565
Checksum failed. Expected: 934b, Got: 7565
Checksum failed. Expected: d8d5, Got: 7565
Checksum failed. Expected: 0835, Got: 7565
Checksum failed. Expected: 0229, Got: 7565
Checksum failed. Expected: f815, Got: 7565
Checksum failed. Expected: bd9f, Got: 7565
Checksum failed. Expected: 134b, Got: 7565
Checksum failed. Expected: 45af, Got: 7565
Checksum failed. Expected: 2c7d, Got: 7565
Checksum failed. Expected: e6f1, Got: 7565
Checksum failed. Expected: a671, Got: 7565
Checksum failed. Expected: 0025, Got: 7565
Checksum failed. Expected: dee1, Got: 7565
Checksum failed. Expected: 4cbd, Got: 7565
Checksum failed. Expected: 54cd, Got: 7565
Checksum failed. Expected: ecfd, Got: 7565
Checksum failed. Expected: 8835, Got: 7565
Checksum failed. Expected: 8d3f, Got: 7565
Checksum failed. Expected: 3d9f, Got: 7565
Checksum failed. Expected: 042d, Got: 7565
Checksum failed. Expected: 3ea1, Got: 7565
Checksum failed. Expected: 0835, Got: 7565
Checksum failed. Expected: 0733, Got: 7565
Checksum failed. Expected: 3895, Got: 7565
Checksum failed. Expected: 8f43, Got: 7565
Checksum failed. Expected: 3ea1, Got: 7565
Checksum failed. Expected: 41a7, Got: 7565
Checksum failed. Expected: c4ad, Got: 7565
Checksum failed. Expected: d1c7, Got: 7565
Checksum failed. Expected: e7f3, Got: 7565
Checksum failed. Expected: eaf9, Got: 7565
Checksum failed. Expected: 7611, Got: 7565
Checksum failed. Expected: a46d, Got: 7565
Checksum failed. Expected: dddf, Got: 7565
Checksum failed. Expected: e0e5, Got: 7565
Checksum failed. Expected: ac7d, Got: 7565
