
#################################################################
Log started at 2025-06-12_14-13-15 
#################################################################
IMU initialized succesfully
PPS initialized succesfully
Stream initialized successfully
Stream synced
Checksum failed. Expected: a77e, Got: 8594
Checksum failed. Expected: 4eb4, Got: 7565
Checksum failed. Expected: 3699, Got: 7565
Checksum failed. Expected: 8937, Got: 7565
Checksum failed. Expected: d7d3, Got: 7565
Checksum failed. Expected: cbbb, Got: 7565
Checksum failed. Expected: 740d, Got: 7565
Checksum failed. Expected: 0d3f, Got: 7565
Checksum failed. Expected: 8733, Got: 7565
Checksum failed. Expected: 0937, Got: 7565
Checksum failed. Expected: ecfd, Got: 7565
Checksum failed. Expected: 4cbd, Got: 7565
Checksum failed. Expected: 9855, Got: 7565
Checksum failed. Expected: 740d, Got: 7565
Checksum failed. Expected: 50c5, Got: 7565
Checksum failed. Expected: 944d, Got: 7565
Checksum failed. Expected: 9045, Got: 7565
Checksum failed. Expected: 8a39, Got: 7565
Checksum failed. Expected: 0e41, Got: 7565
Checksum failed. Expected: c6b1, Got: 7565
Checksum failed. Expected: c2a9, Got: 7565
Checksum failed. Expected: cec1, Got: 7565
Checksum failed. Expected: 1045, Got: 7565
Checksum failed. Expected: f107, Got: 7565
Checksum failed. Expected: 9753, Got: 7565
Checksum failed. Expected: 3c9d, Got: 7565
Checksum failed. Expected: 3b9b, Got: 7565
Checksum failed. Expected: 1753, Got: 7565
Checksum failed. Expected: 8937, Got: 7565
Checksum failed. Expected: ff23, Got: 7565
Checksum failed. Expected: 9651, Got: 7565
Checksum failed. Expected: ee01, Got: 7565
Checksum failed. Expected: 8f43, Got: 7565
Checksum failed. Expected: 5ad9, Got: 7565
Checksum failed. Expected: 8f43, Got: 7565
Checksum failed. Expected: d7d3, Got: 7565
Checksum failed. Expected: d2c9, Got: 7565
Checksum failed. Expected: 8025, Got: 7565
Checksum failed. Expected: 5ad9, Got: 7565
Checksum failed. Expected: 56d1, Got: 7565
Checksum failed. Expected: 8229, Got: 7565
Checksum failed. Expected: e1e7, Got: 7565
Checksum failed. Expected: ac7d, Got: 7565
Checksum failed. Expected: 59d7, Got: 7565
Checksum failed. Expected: 2977, Got: 7565
Checksum failed. Expected: c8b5, Got: 7565
Checksum failed. Expected: ef03, Got: 7565
Checksum failed. Expected: ba99, Got: 7565
Checksum failed. Expected: ae81, Got: 7565
Checksum failed. Expected: 62e9, Got: 7565
Checksum failed. Expected: 0f43, Got: 7565
Checksum failed. Expected: 58d5, Got: 7565
Checksum failed. Expected: d6d1, Got: 7565
Checksum failed. Expected: cfc3, Got: 7565
Checksum failed. Expected: e8f5, Got: 7565
Checksum failed. Expected: a065, Got: 7565
Checksum failed. Expected: c4ad, Got: 7565
Checksum failed. Expected: f611, Got: 7565
Checksum failed. Expected: 256f, Got: 7565
Checksum failed. Expected: b187, Got: 7565
Checksum failed. Expected: 68f5, Got: 7565
Checksum failed. Expected: 68f5, Got: 7565
Checksum failed. Expected: 9855, Got: 7565
Checksum failed. Expected: 9855, Got: 7565

Exiting...
